English,Bangla
many companies advertise their products on tv ,অন ক ক ম প ন ট ভ ত ত দ র পণ য র ব জ ঞ পন দ য ।
she doesn t like to leave anything unfinished ,উন ক ন ক জই অসম প ত র খ ন ন ।
tell tom i m going to be gone for three weeks ,টমক বল ন আম ত ন সপ ত হ র জন য চল য ব।
the police searched tom s apartment for clues ,প ল শ স ত র র জন য টম র অ য প র টম ন ট তল ল শ চ ল য ।
there is no way i m letting you do this alone ,আম ক নমত ই এট ত ম ক একল করত দ ব ন ।
there were few students left in the classroom ,শ র ণ কক ষ র মধ য অল পস খ যক ছ ত র ব ক ছ ল।
they re celebrating their wedding anniversary ,ত র ত দ র ব ব হ ব র ষ ক উদয পন করছ ন।
this plan will be very expensive to carry out ,এই পর কল পন ব স তব য ন অন ক ট ক খরচ হব ।
tom and i don t know anything about australia ,টম এব আম অস ট র ল য সম পর ক ক ছ ই জ ন ন ।
tom and mary are planning to do that together ,টম এব ম র একস থ এট কর র পর কল পন করছ ।
tom and mary live in australia with their dad ,টম এব ম র ত দ র ব ব র স থ অস ট র ল য য থ ক ন।
tom has decided that he s going to come early ,টম স দ ধ ন ত ন য ছ য স ত ড ত ড আসব ।
tom is a boy s name and mary is a girl s name ,টম একট ছ ল র ন ম আর ম র একট ম য র ন ম।
tom is going to be thirty years old next year ,আগ ম বছর টম র বয স হব বছর।
tom told me he was going to leave early today ,টম আম ক বল ছ ল স আজ ত ড ত ড চল য ব ।
what is the distance from here to the station?,এখ ন থ ক স ট শন র দ রত ব কতট ?
what time does the next train leave for tokyo?,ট ক ওর জন য পর র ট র নট কট র সময ছ ড ?
when i got home i found i had lost my wallet ,যখন ব ড ফ রল ম তখন দ খল ম আম আম র ম ন ব য গট হ র য ফ ল ছ ।
which one do you prefer this one or that one?,আপন র ক নট পছন দ এট ন ওট ?
you shouldn t have gone into the forest alone ,ত ম র এক এক জঙ গল য ওয উচ ত হয ন ।
can you tell me where i can find a guest house?,আম একট গ স ট হ উস ক থ য প ব বলত প রব ন?
don t you want to hear what tom said about you?,টম আপন ক ন য ক বল ছ ত শ নত চ ন ন ?
how long does it take from here to the station?,এখ ন থ ক স ট শন য ত কতক ষণ ল গ ?
how many christmas cards did you get last year?,ত ম গত বছর কতগ ল খ র স টম স ক র ড প য ছ ল ?
how much do you know about the us constitution?,আপন ম র ক ন স ব ধ ন সম পর ক কতট জ ন ন?
i can t see in because the curtains are closed ,পর দ বন ধ থ ক য আম ভ তর দ খত প চ ছ ন ।
i couldn t have done it without you thank you ,ত ম ক ছ ড এট করত ই প রত ম ন । ধন যব দ।
i couldn t have done it without you thank you ,আপন ক ছ ড এট করত ই প রত ম ন । ধন যব দ।
i found my mother busy ironing out some shirts ,আম দ খল ম য আম র ম ক ছ জ ম ইস ত র করত ব য স ত।
i have to go shopping i ll be back in an hour ,আম ক দ ক ন য ত হব । আম এক ঘন ট র মধ য ই ফ র আসব ।
i hope to graduate from university next spring ,আশ কর আগ ম বসন ত ব শ বব দ য লয আম র স ন তক সম পন ন হব ।
i like christie s novels better than dickens s ,আম ড ক ন স র চ য ক র স ট র উপন য স ব শ পছন দ কর ।
i reached the museum after a few minutes walk ,কয ক ম ন ট হ ট র পর জ দ ঘর প ছল ম।
i think that tom didn t want to leave so early ,আম র মন হয টম এত ত ড ত ড চল য ত চ য ন ।
my room is small but it s large enough for me ,আম র র ম ছ ট ক ন ত এট আম র জন য যথ ষ ট বড ।
obviously tom hasn t told anyone about us yet ,স পষ টতই টম ক উক ই আম দ র ব য প র বল ন ।
one million people lost their lives in the war ,য দ ধ দশ লক ষ ম ন ষ ত দ র প র ণ হ র য ছ ল ন।
please lend me the video when you have seen it ,ভ ড ওট দ খ র পর দয কর আম ক ধ র দ ব ন।
the roman empire survived for a thousand years ,র ম ন স ম র জ য এক হ জ র বছর ধর ট ক ছ ল।
the garbage collector comes three times a week ,আবর জন স গ রহক র সপ ত হ ত নব র আস ।
the sun rises in the east and sets in the west ,স র য প র বদ ক উদয হয আর পশ চ ম দ ক অস ত য য ।
tom and mary spent the day avoiding each other ,টম এব ম র এক অপরক এড য দ ন ক ট য ছ ন।
tom has been doing that for a really long time ,টম সত য ই দ র ঘ সময ধর এট করছ ।
tom has been suffering from a headache all day ,টম স র দ ন ধর ম থ যন ত রন য ভ গছ ।
tom is thinking of going to boston next spring ,টম পর র বসন ত বস টন য ওয র কথ ভ বছ ।
tom kept knocking on the door but nobody came ,টম ব রব র দরজ য ধ ক ক দ ল ক ন ত ক উ ব র ল ন ।
tom kept knocking on the door but nobody came ,টম ব রব র দরজ য ধ ক ক দ ল ন ক ন ত ক উ ব র ল ন ।
tom kept knocking on the door but nobody came ,টম ব রব র দরজ য ধ ক ক দ ল ন ক ন ত ক উ ব র ল ন ন ।
tom kept knocking on the door but nobody came ,টম ব রব র দরজ য ধ ক ক দ ল ক ন ত ক উ ব র ল ন ন ।
we may go to australia next month to visit tom ,আমর হয ত আগ ম ম স টমক দ খত অস ট র ল য য ত প র ।
we might stay in boston for another three days ,আমর হয ত আরও ত নদ ন বস টন থ কব।
where can i catch the bus to the tokyo station?,টক ও স ট শন য ওয র জন য ব স ক থ থ ক প ব?
an enemy of an enemy is not necessarily an ally ,শত র র শত র য ম ত রই হব ত র ক ন ম ন ন ই।
as humans age their physical strength declines ,বয স ব দ ধ র স থ স থ ম ন ষ র শ র র ক শক ত কম য য ।
could you please speak a little bit more slowly?,আপন ক অন গ রহ কর আরও একট ধ র ধ র কথ বলত প রব ন?
do you think we can find someone to replace tom?,ত ম ক মন কর য টম র বদল আর ক উক প ওয য ব ?
do you think we can find someone to replace tom?,আপন ক মন কর ন য টম র বদল আর ক উক প ওয য ব ?
